Would you like to print in verbose or short mode? v
Using verbose mode.
0	0	120	140	141	210	215	232	240	311	340	365	372	440	460	462	490	492	499	998	999
---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---
15	9	3	16	19	18	6	8	12	5	2	0	11	4	1	17	10	7	20	14	13	
15	9	3	16	19	18	6	8	0	5	2	12	11	4	1	17	10	7	20	14	13	
15	9	3	16	0	18	6	8	19	5	2	12	11	4	1	17	10	7	20	14	13	
15	9	3	16	6	18	0	8	19	5	2	12	11	4	1	17	10	7	20	14	13	
15	9	0	16	6	18	3	8	19	5	2	12	11	4	1	17	10	7	20	14	13	
15	9	0	16	6	18	1	8	19	5	2	12	11	4	3	17	10	7	20	14	13	
15	9	0	16	6	18	1	8	2	5	19	12	11	4	3	17	10	7	20	14	13	
15	9	0	16	2	18	1	8	6	5	19	12	11	4	3	17	10	7	20	14	13	
15	9	0	2	16	18	1	8	6	5	19	12	11	4	3	17	10	7	20	14	13	
15	9	0	2	16	18	1	8	3	5	19	12	11	4	6	17	10	7	20	14	13	
15	9	0	2	3	18	1	8	16	5	19	12	11	4	6	17	10	7	20	14	13	
15	9	0	2	3	18	1	4	16	5	19	12	11	8	6	17	10	7	20	14	13	
15	9	0	2	3	18	1	4	5	16	19	12	11	8	6	17	10	7	20	14	13	
15	9	0	2	3	6	1	4	5	16	19	12	11	8	18	17	10	7	20	14	13	
15	9	0	2	3	6	1	4	5	7	19	12	11	8	18	17	10	16	20	14	13	
15	9	0	2	3	6	1	4	5	7	8	12	11	19	18	17	10	16	20	14	13	
15	9	0	2	3	6	1	4	5	7	8	12	11	19	18	17	20	16	10	14	13	
15	10	0	2	3	6	1	4	5	7	8	12	11	19	18	17	20	16	9	14	13	
15	10	0	2	3	6	9	4	5	7	8	12	11	19	18	17	20	16	1	14	13	
15	10	0	1	3	6	9	4	5	7	8	12	11	19	18	17	20	16	2	14	13	
15	10	0	1	3	6	9	4	5	7	8	12	11	19	18	17	20	16	13	14	2	
15	10	0	1	9	6	3	4	5	7	8	12	11	19	18	17	20	16	13	14	2	
15	10	0	1	4	6	3	9	5	7	8	12	11	19	18	17	20	16	13	14	2	
15	13	0	1	4	6	3	9	5	7	8	12	11	19	18	17	20	16	10	14	2	
